0.45,540
0.452,530
0.454,539
0.456,500
0.458,473
0.46,450
0.462,444
0.464,449
0.466,434
0.468,443
0.47,442
0.472,442
0.474,409
0.476,418
0.478,413
0.48,414
0.482,417
0.484,367
0.486,396
0.488,437
0.49,452
0.492,492
0.494,545
0.496,649
0.498,635
0.5,622
0.502,489
0.504,411
0.506,392
0.508,370
0.51,359
0.512,423
0.514,379
0.516,408
0.518,328
0.52,361
0.522,388
0.524,337
0.526,352
0.528,387
0.53,375
0.532,361
0.534,320
0.536,351
0.538,361
0.54,329
0.542,359
0.544,355
0.546,344
0.548,352
0.55,332
0.552,354
0.554,376
0.556,351
0.558,324
0.56,340
0.562,317
0.564,333
0.566,313
0.568,349
0.57,336
0.572,345
0.574,351
0.576,360
0.578,360
0.58,353
0.582,342
0.584,334
0.586,332
0.588,348
0.59,398
0.592,353
0.594,350
0.596,363
0.598,350
0.6,390
0.602,390
0.604,398
0.606,414
0.608,394
0.61,418
0.612,448
0.614,486
0.616,516
0.618,616
0.62,677
0.622,1097
0.624,2979
0.626,5811
0.628,7959
0.63,7969
0.632,7204
0.634,6384
0.636,5100
0.638,3416
0.64,1759
0.642,1001
0.644,793
0.646,670
0.648,656
0.65,636
0.652,520
0.654,547
0.656,515
0.658,517
0.66,575
0.662,832
0.664,1229
0.666,1519
0.668,1372
0.67,1038
0.672,610
0.674,433
0.676,372
0.678,414
0.68,347
0.682,344
0.684,333
0.686,319
0.688,304
0.69,301
0.692,333
0.694,288
0.696,289
0.698,281
0.7,284
0.702,272
0.704,273
0.706,261
0.708,284
0.71,271
0.712,277
0.714,295
0.716,293
0.718,270
0.72,282
0.722,287
0.724,269
0.726,241
0.728,283
0.73,306
0.732,288
0.734,328
0.736,443
0.738,535
0.74,553
0.742,507
0.744,406
0.746,320
0.748,305
0.75,256
0.752,266
0.754,270
0.756,266
0.758,304
0.76,273
0.762,298
0.764,261
0.766,280
0.768,244
0.77,253
0.772,273
0.774,258
0.776,274
0.778,265
