0.45,440
0.452,450
0.454,387
0.456,381
0.458,421
0.46,395
0.462,393
0.464,342
0.466,382
0.468,343
0.47,356
0.472,378
0.474,372
0.476,326
0.478,401
0.48,375
0.482,367
0.484,381
0.486,372
0.488,383
0.49,557
0.492,705
0.494,788
0.496,750
0.498,621
0.5,482
0.502,375
0.504,347
0.506,347
0.508,358
0.51,336
0.512,306
0.514,333
0.516,308
0.518,332
0.52,349
0.522,306
0.524,311
0.526,323
0.528,292
0.53,288
0.532,329
0.534,332
0.536,304
0.538,318
0.54,303
0.542,347
0.544,328
0.546,310
0.548,320
0.55,356
0.552,318
0.554,303
0.556,332
0.558,308
0.56,325
0.562,319
0.564,309
0.566,288
0.568,336
0.57,322
0.572,336
0.574,322
0.576,305
0.578,294
0.58,346
0.582,363
0.584,334
0.586,358
0.588,374
0.59,381
0.592,407
0.594,421
0.596,468
0.598,861
0.6,2230
0.602,4237
0.604,5322
0.606,4800
0.608,2931
0.61,1267
0.612,639
0.614,454
0.616,428
0.618,378
0.62,363
0.622,336
0.624,326
0.626,339
0.628,363
0.63,342
0.632,263
0.634,321
0.636,315
0.638,286
0.64,339
0.642,287
0.644,323
0.646,297
0.648,292
0.65,331
0.652,337
0.654,361
0.656,485
0.658,918
0.66,1479
0.662,1991
0.664,1815
0.666,1302
0.668,772
0.67,500
0.672,340
0.674,339
0.676,267
0.678,272
0.68,314
0.682,277
0.684,288
0.686,284
0.688,258
0.69,293
0.692,287
0.694,270
0.696,242
0.698,254
0.7,262
0.702,244
0.704,246
0.706,249
0.708,245
0.71,275
0.712,270
0.714,230
0.716,230
0.718,266
0.72,264
0.722,306
0.724,280
0.726,267
0.728,267
0.73,311
0.732,457
0.734,670
0.736,745
0.738,669
0.74,462
0.742,307
0.744,285
0.746,256
0.748,250
0.75,240
0.752,265
0.754,232
0.756,245
0.758,261
0.76,282
0.762,239
0.764,265
0.766,231
0.768,259
0.77,244
0.772,236
0.774,258
0.776,241
0.778,254
0.78,243
0.782,209
0.784,269
0.786,253
0.788,263
0.79,239
0.792,242
0.794,261
0.796,243
0.798,269
0.8,230
0.802,222
0.804,288
0.806,267
0.808,309
0.81,277
0.812,258
0.814,272
0.816,228
0.818,272
0.82,262
0.822,241
0.824,223
0.826,238
0.828,227
0.83,263
0.832,238
0.834,248
0.836,226
0.838,266
0.84,263
0.842,241
0.844,246
0.846,255
0.848,244
0.85,312
0.852,268
0.854,275
0.856,293
0.858,325
0.86,333
0.862,374
0.864,399
0.866,597
0.868,1343
0.87,3180
0.872,5676
0.874,6632
0.876,5209
0.878,3002
0.88,1369
0.882,681
0.884,466
0.886,374
0.888,318
0.89,311
0.892,275
0.894,250
0.896,234
0.898,248
0.9,259
0.902,231
0.904,232
0.906,217
0.908,222
0.91,224
0.912,232
0.914,209
0.916,222
0.918,219
0.92,229
0.922,220
0.924,226
0.926,219
0.928,224
0.93,241
0.932,196
0.934,235
0.936,215
0.938,228
0.94,222
0.942,233
0.944,208
0.946,212
0.948,206
0.95,214
0.952,221
0.954,222
0.956,219
0.958,213
0.96,219
0.962,203
0.964,207
0.966,217
0.968,232
0.97,235
0.972,254
0.974,215
0.976,214
0.978,250
0.98,256
0.982,237
0.984,263
0.986,272
0.988,289
0.99,328
0.992,326
0.994,314
0.996,255
0.998,247
1,222
1.002,211
1.004,206
1.006,231
1.008,229
1.01,220
1.012,207
1.014,228
1.016,225
1.018,209
1.02,229
1.022,241
1.024,232
1.026,217
1.028,227
1.03,258
1.032,246
1.034,219
1.036,244
1.038,255
1.04,320
1.042,493
1.044,832
1.046,1099
1.048,1129
1.05,879
1.052,536
1.054,357
1.056,300
1.058,305
1.06,303
1.062,265
1.064,261
1.066,243
1.068,243
1.07,252
1.072,265
1.074,305
1.076,303
1.078,312
1.08,295
1.082,286
1.084,262
1.086,298
1.088,293
1.09,260
1.092,278
1.094,273
1.096,257
1.098,268
1.1,252
1.102,280
1.104,292
1.106,268
1.108,300
1.11,314
1.112,307
1.114,335
1.116,314
1.118,372
1.12,479
1.122,579
1.124,525
1.126,466
1.128,434
1.13,372
1.132,337
1.134,303
1.136,322
1.138,329
1.14,291
1.142,292
1.144,290
1.146,276
1.148,261
1.15,317
1.152,312
1.154,293
1.156,282
1.158,341
1.16,280
1.162,300
1.164,303
1.166,341
1.168,349
1.17,401
1.172,418
1.174,381
1.176,386
1.178,369
1.18,414
1.182,359
1.184,344
1.186,389
1.188,366
1.19,360
1.192,359
1.194,367
1.196,357
1.198,398
1.2,447
1.202,542
1.204,958
1.206,1654
1.208,2319
1.21,2335
1.212,1925
1.214,1520
1.216,1911
1.218,3712
1.22,6443
1.222,8257
1.224,7976
1.226,5479
1.228,2873
1.23,1504
1.232,850
1.234,668
1.236,583
1.238,534
1.24,573
1.242,578
1.244,671
1.246,867
1.248,1126
1.25,1472
1.252,1553
1.254,1627
1.256,1931
1.258,3355
1.26,5228
1.262,6331
1.264,5448
1.266,3416
1.268,1793
1.27,903
1.272,596
1.274,505
1.276,478
1.278,456
1.28,492
1.282,591
1.284,650
1.286,722
1.288,684
1.29,700
1.292,666
1.294,622
1.296,623
